pl_name,disc_year,x,y,z
55 Cnc e,2004,-7.576013248701932,8.082650470765472,5.972402772161929
55 Cnc f,2007,-7.576013248701932,8.082650470765472,5.972402772161929
6 Lyn b,2008,-3.86148858152001,28.57509300065585,46.43552125204
61 Vir b,2009,-7.60495764806607,-2.707473424507093,-2.6722009372629936
61 Vir c,2009,-7.60495764806607,-2.707473424507093,-2.6722009372629936
61 Vir d,2009,-7.60495764806607,-2.707473424507093,-2.6722009372629936
7 CMa b,2011,-2.9808094069804616,18.462715011846296,-6.533222151481009
7 CMa c,2019,-2.9808094069804616,18.462715011846296,-6.533222151481009
70 Vir b,1996,-16.108011781575826,-6.542910775326758,4.26282256735223
75 Cet b,2012,65.32881158158216,51.11240478264863,-1.4985834520685375
75 Cet c,2023,65.32881158158216,51.11240478264863,-1.4985834520685375
8 UMi b,2015,-30.35524892891403,-29.52092669769689,156.94020024637686
81 Cet b,2008,78.08228767322355,64.19311984894247,-5.998942888148896
91 Aqr b,2013,42.67520189368186,-8.314928852751402,-6.954511173847864
AB Aur b,2022,38.62254507050732,134.17161458083845,82.41019950253472
AB Pic b,2005,-2.2176815367188984,26.388009147363427,-42.46771854115029
AF Lep b,2023,3.761816277704461,26.00847226267716,-5.538441099655257
AU Mic b,2020,5.479286089324933,-6.238886611451774,-5.05697006227821
AU Mic c,2021,5.479286089324933,-6.238886611451774,-5.05697006227821
AU Mic d,2023,5.479286089324933,-6.238886611451774,-5.05697006227821
BD+03 2562 b,2017,-1068.422163512898,45.439085347161104,51.55547436724249
BD+14 4559 b,2009,35.699624896860016,-31.69449572562997,12.514616531141328
BD+15 2375 b,2016,-741.7885525085084,45.60333689412539,193.812283038132
BD+15 2940 b,2013,-204.81492535010807,-356.1213586538503,114.291034925603
BD+20 2457 b,2009,-1303.3819674987528,630.4504586697454,523.8650112979369
BD+20 2457 c,2009,-1303.3819674987528,630.4504586697454,523.8650112979369
BD+20 274 b,2012,1110.4259863345524,539.6805896792436,474.0587411876298
BD+20 594 b,2016,99.56612794341711,135.3007967756295,63.138982247379566
BD+45 564 b,2021,31.30113638446779,20.28609274163928,38.52313832385099
BD+48 738 b,2011,428.2670291915926,368.501557116316,663.5465342832092
BD+48 740 b,2018,331.8018253426041,285.82350270139506,502.5468823142989
BD+49 828 b,2015,199.7714236575565,204.2893775874317,337.2808299603949
BD+55 362 b,2021,26.37539724661704,11.723048521156125,43.9372497039103
BD+60 1417 b,2021,-22.06297182368477,-4.243685112533585,38.93719943014589
BD+63 1405 b,2021,0.4116971949311795,-16.870493114488447,34.100058721117826
BD-06 1339 b,2013,0.6151982216666052,20.14920747311877,-2.117451204460873
BD-06 1339 c,2013,0.6151982216666052,20.14920747311877,-2.117451204460873
BD-08 2823 b,2009,-35.37377259313833,20.261049280205302,-6.833899635934696
BD-08 2823 c,2009,-35.37377259313833,20.261049280205302,-6.833899635934696
BD-10 3166 b,2000,-79.95011259157643,21.993222044665064,-15.7734729307883
BD-11 4672 b,2014,3.8726867461585175,-26.32475879727551,-5.47978958367871
BD-11 4672 c,2020,3.8726867461585175,-26.32475879727551,-5.47978958367871
BD-13 2130 b,2007,-369.41408587559977,818.600719942497,-222.36690460210272
BD-14 3065 b,2024,-508.7048792496556,251.75277524489545,-158.9319316974611
BD-17 63 b,2008,32.83074321274115,4.113348386412626,-9.62989829858276
BD-210397 b,2023,18.493269638288936,12.148925666237822,-8.580757134528893
BD-210397 c,2023,18.493269638288936,12.148925666237822,-8.580757134528893
CD Cet b,2020,5.699935283573475,6.409397583657284,0.7165134333579186
CHXR 73 b,2006,-39.68862084236593,9.440964410310915,-185.95144915443427
CI Tau c,2024,53.4440855263146,135.44528624629802,61.33247231209874
COCONUTS-2 b,2021,-1.1484549684327685,2.2250036496800307,-10.594532311734795
CT Cha b,2007,-43.34740221178853,10.777588617467304,-185.41565388359763
CoRoT-1 b,2008,-164.6479049157752,769.33322613856,-42.63856056530318
CoRoT-10 b,2010,121.60743141770764,-315.7488029417308,4.405798548691827
CoRoT-11 b,2010,120.8241156604565,-640.2213917861641,67.7611536446633
CoRoT-12 b,2010,-210.3441903889055,1106.261832451243,-25.48443704016237
CoRoT-13 b,2010,-252.00517914444904,1116.31425006849,-101.86279830438376
CoRoT-14 b,2010,-403.1350818003198,1689.0188798293425,-168.30475157250387
CoRoT-16 b,2011,107.97350459494112,-720.3461211594126,-76.5906738257017
CoRoT-17 b,2011,176.70209655953713,-1154.8563625714276,-135.43044450844667
CoRoT-18 b,2011,-108.730812227472,757.1212682135653,-0.4219147270541696
CoRoT-19 b,2011,-96.81732383965064,784.7093950082116,-2.356004960719904
CoRoT-2 b,2008,79.10403099060616,-198.0042072392557,5.150173355441789
CoRoT-20 b,2011,-113.3897966313425,836.403343750948,3.3424995342458543
CoRoT-20 c,2018,-113.3897966313425,836.403343750948,3.3424995342458543
CoRoT-22 b,2014,115.40563629188392,-612.6929781138252,67.94122935359027
CoRoT-23 b,2011,179.74957851086305,-1042.520217296115,80.61653958107911
CoRoT-24 b,2014,-121.95146068404289,577.5748098596163,-38.37314526666267
CoRoT-24 c,2014,-121.95146068404289,577.5748098596163,-38.37314526666267
CoRoT-25 b,2013,202.23401927494092,-1077.543031487127,125.1819761045277
CoRoT-26 b,2013,175.70163649584967,-1022.4699292323952,126.828274245852
CoRoT-27 b,2014,148.55944159410635,-994.5293407406256,97.50467229453244
CoRoT-28 b,2015,115.19189256674647,-753.8099522385294,74.41621652595077
CoRoT-29 b,2015,124.00655685075763,-791.7022584335,91.0134544906154
CoRoT-3 b,2008,288.67364681901114,-712.5122480987452,1.63474232984775
CoRoT-30 b,2020,135.5693710232572,-1015.88602695899,122.86292675106289
CoRoT-31 b,2020,-168.0591504464442,1992.714262578484,-154.6582272868475
CoRoT-35 b,2022,371.0670627952227,-1058.7509055850169,-54.373329228889645
CoRoT-36 b,2022,123.90235760161146,-910.2966321813656,115.78629013845396
CoRoT-4 b,2008,-153.4316611819742,709.9720877866873,-8.529575297293313
CoRoT-5 b,2009,-172.55574346067328,865.346002356313,12.555572017332404
CoRoT-6 b,2009,123.09285169122435,-629.004116156761,74.87535079299624
CoRoT-7 b,2009,-30.386181859291955,156.96435357031535,-2.966563039455908
